사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2019110400100537,2019년 11월 4일 17시,월요일,서울특별시 강서구 염창동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,여,20세,상해없음,이륜,남,49세,경상
2019110400100591,2019년 11월 4일 18시,월요일,서울특별시 강서구 방화동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,69세,상해없음,자전거,남,14세,부상신고
2019110400100720,2019년 11월 4일 21시,월요일,서울특별시 강서구 가양동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로횡단보도내,기타불명,기타불명,미분류,기타불명,자전거,남,32세,경상
2019110500100064,2019년 11월 5일 05시,화요일,서울특별시 강서구 방화동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,76세,상해없음,승용,남,67세,경상
2019110500100065,2019년 11월 5일 05시,화요일,서울특별시 강서구 방화동,사망사고,1,0,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,53세,상해없음,보행자,여,79세,사망
2019110500100086,2019년 11월 5일 06시,화요일,서울특별시 강서구 등촌동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,흐림,교차로 - 교차로안,건설기계,남,56세,기타불명,승용,남,34세,경상
2019110500100134,2019년 11월 5일 08시,화요일,서울특별시 강서구 등촌동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승합,남,54세,상해없음,보행자,여,52세,경상
2019110500100308,2019년 11월 5일 12시,화요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,자전거,남,49세,경상,승용,남,63세,상해없음
2019110600100389,2019년 11월 6일 15시,수요일,서울특별시 강서구 화곡동,중상사고,0,2,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 기타,맑음,기타 - 기타,승용,남,33세,경상,승용,여,62세,중상
2019110600100434,2019년 11월 6일 16시,수요일,서울특별시 강서구 등촌동,경상사고,0,0,1,0,차량단독 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승합,남,42세,상해없음,,,,
2019110700100447,2019년 11월 7일 16시,목요일,서울특별시 강서구 방화동,중상사고,0,1,0,0,차량단독 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승합,남,49세,상해없음,,,,
2019110700100546,2019년 11월 7일 18시,목요일,서울특별시 강서구 마곡동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,흐림,단일로 - 기타,승용,남,37세,상해없음,승용,남,28세,경상
2019110700100616,2019년 11월 7일 19시,목요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,59세,상해없음,이륜,남,19세,경상
2019110800100360,2019년 11월 8일 13시,금요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,61세,상해없음,승용,남,34세,경상
2019110800100675,2019년 11월 8일 19시,금요일,서울특별시 강서구 외발산동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,46세,상해없음,기타불명,기타불명,미분류,기타불명
2019110800100728,2019년 11월 8일 20시,금요일,서울특별시 강서구 가양동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로안,승용,남,48세,경상,승용,남,67세,상해없음
2019110900100024,2019년 11월 9일 00시,토요일,서울특별시 강서구 화곡동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,포장 - 건조,흐림,교차로 - 교차로안,승용,남,69세,상해없음,승용,남,59세,상해없음
2019110900100060,2019년 11월 9일 02시,토요일,서울특별시 강서구 화곡동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,흐림,단일로 - 기타,승용,남,67세,상해없음,보행자,여,20세,중상
2019110900100212,2019년 11월 9일 10시,토요일,서울특별시 강서구 외발산동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,36세,상해없음,승용,여,65세,부상신고
2019110900100240,2019년 11월 9일 11시,토요일,서울특별시 강서구 화곡동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,39세,상해없음,이륜,남,50세,중상
2019110900100344,2019년 11월 9일 13시,토요일,서울특별시 강서구 가양동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,건설기계,남,57세,상해없음,승용,남,29세,경상
2019110900100658,2019년 11월 9일 20시,토요일,서울특별시 강서구 등촌동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,63세,상해없음,이륜,남,40세,중상
2019110900100708,2019년 11월 9일 22시,토요일,서울특별시 강서구 공항동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 기타,흐림,단일로 - 기타,승용,남,43세,기타불명,보행자,남,49세,경상
2019111000100025,2019년 11월 10일 00시,일요일,서울특별시 강서구 염창동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,36세,상해없음,승용,남,46세,경상
2019111000100071,2019년 11월 10일 03시,일요일,서울특별시 강서구 방화동,경상사고,0,0,1,0,차대차 - 추돌,신호위반,포장 - 기타,흐림,교차로 - 교차로부근,승용,여,65세,상해없음,승용,남,63세,경상
2019111000100144,2019년 11월 10일 09시,일요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 기타,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,여,28세,상해없음,이륜,여,26세,경상
2019111000100259,2019년 11월 10일 14시,일요일,서울특별시 강서구 방화동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,32세,상해없음,이륜,남,22세,중상
2019111000100320,2019년 11월 10일 16시,일요일,서울특별시 강서구 화곡동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,69세,상해없음,승용,남,59세,경상
2019111000100343,2019년 11월 10일 17시,일요일,서울특별시 강서구 염창동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,20세,상해없음,승용,여,24세,경상
2019111000100630,2019년 11월 10일 23시,일요일,서울특별시 강서구 개화동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 젖음/습기,비,단일로 - 기타,승용,남,28세,상해없음,보행자,남,65세,중상
2019111100100053,2019년 11월 11일 02시,월요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대사람 - 보도통행중,보행자보호의무위반,포장 - 젖음/습기,비,단일로 - 기타,승용,남,51세,상해없음,보행자,여,40세,경상
2019111100100107,2019년 11월 11일 07시,월요일,서울특별시 강서구 공항동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 젖음/습기,흐림,단일로 - 기타,승용,남,61세,상해없음,승용,남,35세,경상
2019111100100280,2019년 11월 11일 11시,월요일,서울특별시 강서구 염창동,경상사고,0,0,1,0,차대차 - 기타,차로위반,포장 - 건조,맑음,단일로 - 기타,승용,남,33세,상해없음,승용,남,80세,경상
2019111100100313,2019년 11월 11일 12시,월요일,서울특별시 강서구 염창동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,63세,상해없음,승용,남,51세,경상
2019111200100172,2019년 11월 12일 09시,화요일,서울특별시 강서구 화곡동,경상사고,0,0,2,1,차대차 - 측면충돌,신호위반,포장 - 기타,맑음,교차로 - 교차로안,승용,남,32세,상해없음,승용,남,63세,경상
2019111200100173,2019년 11월 12일 09시,화요일,서울특별시 강서구 개화동,중상사고,0,1,0,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,기타 - 기타,화물,남,57세,기타불명,승용,여,39세,중상
2019111200100479,2019년 11월 12일 18시,화요일,서울특별시 강서구 외발산동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,74세,상해없음,승용,남,44세,경상
2019111300100095,2019년 11월 13일 07시,수요일,서울특별시 강서구 화곡동,중상사고,0,2,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,67세,상해없음,승합,남,42세,상해없음
2019111300100213,2019년 11월 13일 11시,수요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 기타,직진우회전진행방해,포장 - 젖음/습기,비,교차로 - 교차로안,승합,남,39세,상해없음,이륜,남,39세,경상
2019111300100336,2019년 11월 13일 15시,수요일,서울특별시 강서구 공항동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,포장 - 기타,흐림,단일로 - 기타,기타불명,기타불명,미분류,기타불명,이륜,남,28세,부상신고
2019111300100337,2019년 11월 13일 15시,수요일,서울특별시 강서구 방화동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,포장 - 젖음/습기,비,교차로 - 교차로안,자전거,남,83세,중상,승용,여,42세,상해없음
2019111300100419,2019년 11월 13일 17시,수요일,서울특별시 강서구 공항동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 젖음/습기,비,교차로 - 교차로안,자전거,남,75세,경상,화물,남,43세,상해없음
2019111300100477,2019년 11월 13일 18시,수요일,서울특별시 강서구 마곡동,경상사고,0,0,1,1,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,21세,경상,보행자,남,66세,부상신고
2019111300100478,2019년 11월 13일 18시,수요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 기타,맑음,교차로 - 교차로부근,자전거,남,57세,경상,승용,여,35세,상해없음
2019111300100626,2019년 11월 13일 20시,수요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,이륜,남,20세,상해없음,이륜,남,32세,경상
2019111400100026,2019년 11월 14일 00시,목요일,서울특별시 강서구 등촌동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,32세,상해없음,승용,남,57세,경상
2019111400100058,2019년 11월 14일 04시,목요일,서울특별시 강서구 방화동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,29세,경상,승용,남,23세,상해없음
2019111400100344,2019년 11월 14일 13시,목요일,서울특별시 강서구 화곡동,경상사고,0,0,2,2,차대차 - 측면충돌,직진우회전진행방해,포장 - 건조,맑음,교차로 - 교차로안,승용,남,44세,부상신고,승용,남,50세,경상
2019111400100375,2019년 11월 14일 14시,목요일,서울특별시 강서구 방화동,부상신고사고,0,0,0,1,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,원동기,남,48세,부상신고,화물,남,50세,상해없음
2019111400100376,2019년 11월 14일 14시,목요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대사람 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,52세,상해없음,보행자,여,54세,경상
2019111400100461,2019년 11월 14일 16시,목요일,서울특별시 강서구 화곡동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승합,남,59세,상해없음,승용,남,45세,경상
2019111400100694,2019년 11월 14일 20시,목요일,서울특별시 강서구 마곡동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,58세,상해없음,승합,여,57세,경상
2019111500100030,2019년 11월 15일 00시,금요일,서울특별시 강서구 개화동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,기타,단일로 - 기타,승합,남,69세,상해없음,승용,남,29세,경상
2019111500100067,2019년 11월 15일 05시,금요일,서울특별시 강서구 등촌동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 젖음/습기,비,교차로 - 교차로횡단보도내,승합,남,48세,상해없음,보행자,남,60세,중상
2019111500100083,2019년 11월 15일 06시,금요일,서울특별시 강서구 공항동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,승용,남,51세,경상,승용,남,61세,경상
2019111500100197,2019년 11월 15일 09시,금요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,포장 - 건조,맑음,단일로 - 기타,승용,여,44세,상해없음,승용,남,64세,경상
2019111500100343,2019년 11월 15일 12시,금요일,서울특별시 강서구 방화동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,53세,상해없음,화물,남,38세,경상
2019111500100551,2019년 11월 15일 17시,금요일,서울특별시 강서구 가양동,중상사고,0,1,1,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,45세,상해없음,보행자,여,36세,경상
2019111500100775,2019년 11월 15일 20시,금요일,서울특별시 강서구 화곡동,경상사고,0,0,1,1,차대차 - 측면충돌,신호위반,포장 - 젖음/습기,비,교차로 - 교차로안,이륜,남,22세,부상신고,승용,남,34세,경상
2019111500100833,2019년 11월 15일 21시,금요일,서울특별시 강서구 등촌동,부상신고사고,0,0,0,1,차량단독 - 전도전복 - 전도,안전운전불이행,포장 - 젖음/습기,비,교차로 - 교차로부근,원동기,남,19세,부상신고,,,,
2019111600100049,2019년 11월 16일 02시,토요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,62세,상해없음,보행자,남,39세,경상
2019111600100140,2019년 11월 16일 08시,토요일,서울특별시 강서구 방화동,경상사고,0,0,1,0,차대사람 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승합,여,58세,상해없음,보행자,여,57세,경상
2019111600100166,2019년 11월 16일 09시,토요일,서울특별시 강서구 가양동,부상신고사고,0,0,0,3,차대차 - 기타,차로위반,포장 - 건조,맑음,단일로 - 기타,건설기계,남,61세,상해없음,승용,남,51세,부상신고
2019111600100222,2019년 11월 16일 11시,토요일,서울특별시 강서구 내발산동,경상사고,0,0,1,0,차대사람 - 기타,신호위반,포장 - 기타,맑음,기타 - 기타,승용,남,49세,상해없음,보행자,남,58세,경상
2019111600100438,2019년 11월 16일 16시,토요일,서울특별시 강서구 마곡동,경상사고,0,0,1,1,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,화물,남,68세,경상,승용,남,46세,부상신고
2019111600100439,2019년 11월 16일 16시,토요일,서울특별시 강서구 등촌동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 기타,맑음,교차로 - 교차로안,승용,남,63세,상해없음,승용,남,64세,경상
2019111600100585,2019년 11월 16일 19시,토요일,서울특별시 강서구 가양동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,흐림,교차로 - 교차로부근,화물,남,47세,기타불명,보행자,남,78세,경상
2019111600100586,2019년 11월 16일 19시,토요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,54세,상해없음,보행자,여,80세,경상
2019111600100624,2019년 11월 16일 20시,토요일,서울특별시 강서구 공항동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,이륜,남,51세,경상,승용,남,62세,상해없음
2019111600100650,2019년 11월 16일 21시,토요일,서울특별시 강서구 외발산동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,흐림,교차로 - 교차로안,승용,남,54세,상해없음,승용,남,53세,경상
2019111700100030,2019년 11월 17일 00시,일요일,서울특별시 강서구 방화동,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,59세,상해없음,,,,
2019111700100300,2019년 11월 17일 16시,일요일,서울특별시 강서구 화곡동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,포장 - 젖음/습기,비,교차로 - 교차로안,이륜,남,20세,상해없음,이륜,남,41세,중상
2019111700100301,2019년 11월 17일 16시,일요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,승용,남,47세,상해없음,승용,남,56세,경상
2019111700100378,2019년 11월 17일 18시,일요일,서울특별시 강서구 화곡동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,승용,남,48세,상해없음,승용,남,30세,경상
2019111800100072,2019년 11월 18일 05시,월요일,서울특별시 강서구 등촌동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,36세,상해없음,승용,남,39세,경상
2019111800100135,2019년 11월 18일 08시,월요일,서울특별시 강서구 마곡동,중상사고,0,1,0,0,차량단독 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,58세,상해없음,,,,
2019111800100136,2019년 11월 18일 08시,월요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,35세,경상,화물,남,26세,상해없음
2019111800100193,2019년 11월 18일 09시,월요일,서울특별시 강서구 등촌동,중상사고,0,1,1,1,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,63세,부상신고,이륜,남,32세,중상
2019111800100194,2019년 11월 18일 09시,월요일,서울특별시 강서구 가양동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,68세,상해없음,보행자,여,51세,경상
2019111800100258,2019년 11월 18일 11시,월요일,서울특별시 강서구 마곡동,경상사고,0,0,1,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승합,남,50세,상해없음,이륜,남,34세,경상
2019111800100285,2019년 11월 18일 12시,월요일,서울특별시 강서구 공항동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,37세,상해없음,승합,여,52세,경상
2019111800100527,2019년 11월 18일 18시,월요일,서울특별시 강서구 내발산동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,55세,상해없음,이륜,남,17세,경상
2019111800100660,2019년 11월 18일 21시,월요일,서울특별시 강서구 가양동,중상사고,0,1,0,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,32세,상해없음,이륜,남,26세,중상
2019111900100282,2019년 11월 19일 11시,화요일,서울특별시 강서구 가양동,경상사고,0,0,4,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,62세,경상,승용,여,31세,경상
2019111900100283,2019년 11월 19일 11시,화요일,서울특별시 강서구 마곡동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 기타,맑음,교차로 - 교차로횡단보도내,승용,남,64세,상해없음,개인형이동수단(PM),남,24세,중상
2019111900100322,2019년 11월 19일 12시,화요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,25세,상해없음,이륜,남,30세,경상
2019111900100565,2019년 11월 19일 18시,화요일,서울특별시 강서구 개화동,경상사고,0,0,2,0,차대차 - 측면충돌,차로위반,포장 - 건조,맑음,단일로 - 기타,화물,남,61세,상해없음,승용,여,31세,상해없음
2019111900100681,2019년 11월 19일 20시,화요일,서울특별시 강서구 등촌동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,53세,기타불명,이륜,남,26세,중상
2019111900100774,2019년 11월 19일 23시,화요일,서울특별시 강서구 화곡동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,43세,상해없음,이륜,남,38세,중상
2019112000100034,2019년 11월 20일 00시,수요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,53세,상해없음,승용,남,56세,경상
2019112000100436,2019년 11월 20일 15시,수요일,서울특별시 강서구 방화동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,포장 - 기타,맑음,교차로 - 교차로안,화물,남,48세,기타불명,승용,남,63세,상해없음
2019112000100486,2019년 11월 20일 16시,수요일,서울특별시 강서구 염창동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,30세,상해없음,보행자,남,12세,중상
2019112000100524,2019년 11월 20일 17시,수요일,서울특별시 강서구 등촌동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,57세,상해없음,보행자,여,26세,중상
2019112000100577,2019년 11월 20일 18시,수요일,서울특별시 강서구 내발산동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,자전거,남,29세,경상,승용,남,61세,상해없음
2019112100100096,2019년 11월 21일 07시,목요일,서울특별시 강서구 화곡동,중상사고,0,1,0,0,차대차 - 측면충돌,중앙선침범,포장 - 건조,맑음,단일로 - 기타,승용,여,44세,상해없음,이륜,남,31세,중상
2019112100100123,2019년 11월 21일 08시,목요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,31세,상해없음,보행자,남,52세,경상
2019112100100542,2019년 11월 21일 18시,목요일,서울특별시 강서구 마곡동,경상사고,0,0,2,0,차대차 - 측면충돌,차로위반,포장 - 건조,맑음,단일로 - 기타,원동기,여,44세,경상,승용,남,73세,경상
2019112200100107,2019년 11월 22일 07시,금요일,서울특별시 강서구 방화동,부상신고사고,0,0,0,1,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,62세,부상신고,승용,남,47세,상해없음
2019112200100137,2019년 11월 22일 08시,금요일,서울특별시 강서구 화곡동,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,여,40세,상해없음,보행자,남,8세,중상
2019112200100202,2019년 11월 22일 09시,금요일,서울특별시 강서구 화곡동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,56세,부상신고,승용,남,46세,상해없음
2019112200100267,2019년 11월 22일 11시,금요일,서울특별시 강서구 마곡동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,64세,상해없음,승용,여,42세,경상
2019112200100268,2019년 11월 22일 11시,금요일,서울특별시 강서구 가양동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,기타 - 기타,승용,남,50세,상해없음,보행자,여,65세,중상
2019112200100375,2019년 11월 22일 14시,금요일,서울특별시 강서구 방화동,경상사고,0,0,2,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,여,41세,상해없음,보행자,여,19세,경상
2019112300100194,2019년 11월 23일 10시,토요일,서울특별시 강서구 화곡동,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,61세,상해없음,승용,남,34세,경상
2019112300100272,2019년 11월 23일 12시,토요일,서울특별시 강서구 방화동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,63세,상해없음,승합,남,55세,경상
2019112300100407,2019년 11월 23일 15시,토요일,서울특별시 강서구 염창동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,57세,상해없음,승용,남,32세,경상
2019112300100441,2019년 11월 23일 16시,토요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,포장 - 건조,흐림,단일로 - 기타,이륜,남,19세,상해없음,자전거,남,72세,경상
2019112400100212,2019년 11월 24일 13시,일요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,포장 - 젖음/습기,비,교차로 - 교차로부근,승용,남,78세,상해없음,,,,
2019112400100266,2019년 11월 24일 15시,일요일,서울특별시 강서구 개화동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 기타,비,단일로 - 기타,승용,여,44세,상해없음,승용,여,47세,기타불명
2019112400100448,2019년 11월 24일 19시,일요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,승용,남,76세,상해없음,이륜,남,39세,경상
2019112500100171,2019년 11월 25일 09시,월요일,서울특별시 강서구 화곡동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,64세,상해없음,보행자,남,6세,중상
2019112500100245,2019년 11월 25일 11시,월요일,서울특별시 강서구 가양동,중상사고,0,1,0,0,차대차 - 추돌,기타,포장 - 건조,맑음,단일로 - 기타,자전거,남,60세,상해없음,자전거,여,53세,중상
2019112500100291,2019년 11월 25일 13시,월요일,서울특별시 강서구 등촌동,경상사고,0,0,1,1,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,여,59세,상해없음,승용,남,36세,경상
2019112500100330,2019년 11월 25일 14시,월요일,서울특별시 강서구 화곡동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,50세,상해없음,보행자,여,51세,중상
2019112500100360,2019년 11월 25일 15시,월요일,서울특별시 강서구 화곡동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,57세,상해없음,보행자,여,57세,중상
2019112500100361,2019년 11월 25일 15시,월요일,서울특별시 강서구 화곡동,경상사고,0,0,2,0,차대차 - 측면충돌,중앙선침범,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,62세,상해없음,승용,여,46세,경상
2019112500100694,2019년 11월 25일 23시,월요일,서울특별시 강서구 등촌동,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,34세,상해없음,승용,여,44세,경상
2019112600100038,2019년 11월 26일 00시,화요일,서울특별시 강서구 내발산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,흐림,교차로 - 교차로안,이륜,남,29세,상해없음,보행자,남,45세,경상
