사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2019010100100001,2019년 1월 1일 00시,화요일,서울특별시 강서구 방화동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,26세,상해없음,보행자,남,40세,경상
2019010100100140,2019년 1월 1일 11시,화요일,서울특별시 강서구 마곡동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,62세,상해없음,승용,남,31세,경상
2019010100100276,2019년 1월 1일 19시,화요일,서울특별시 강서구 방화동,중상사고,0,1,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,여,64세,상해없음,보행자,여,17세,중상
2019010200100187,2019년 1월 2일 12시,수요일,서울특별시 강서구 마곡동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,70세,상해없음,승용,남,27세,경상
2019010200100237,2019년 1월 2일 14시,수요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,이륜,남,25세,경상,이륜,남,26세,상해없음
2019010200100424,2019년 1월 2일 19시,수요일,서울특별시 강서구 염창동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,57세,상해없음,보행자,남,61세,경상
2019010200100454,2019년 1월 2일 20시,수요일,서울특별시 강서구 등촌동,경상사고,0,0,1,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,29세,상해없음,승합,남,54세,상해없음
2019010200100479,2019년 1월 2일 21시,수요일,서울특별시 강서구 염창동,중상사고,0,1,1,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,47세,상해없음,승용,남,68세,경상
2019010300100126,2019년 1월 3일 09시,목요일,서울특별시 강서구 화곡동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,24세,상해없음,보행자,여,72세,중상
2019010300100314,2019년 1월 3일 16시,목요일,서울특별시 강서구 방화동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,건설기계,남,44세,상해없음,이륜,남,35세,중상
2019010300100453,2019년 1월 3일 20시,목요일,서울특별시 강서구 염창동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,66세,상해없음,보행자,여,80세,중상
2019010400100030,2019년 1월 4일 01시,금요일,서울특별시 강서구 마곡동,경상사고,0,0,2,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,68세,상해없음,승용,남,76세,상해없음
2019010400100062,2019년 1월 4일 06시,금요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,44세,상해없음,보행자,남,44세,경상
2019010400100077,2019년 1월 4일 07시,금요일,서울특별시 강서구 마곡동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,32세,상해없음,보행자,남,41세,경상
2019010400100095,2019년 1월 4일 08시,금요일,서울특별시 강서구 등촌동,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,포장 - 건조,맑음,단일로 - 기타,승용,남,37세,상해없음,승용,남,32세,경상
2019010400100152,2019년 1월 4일 10시,금요일,서울특별시 강서구 염창동,중상사고,0,1,1,0,차대차 - 측면충돌,직진우회전진행방해,포장 - 건조,맑음,교차로 - 교차로안,승용,남,68세,상해없음,승용,여,56세,중상
2019010400100177,2019년 1월 4일 11시,금요일,서울특별시 강서구 화곡동,경상사고,0,0,2,0,차대차 - 기타,기타,포장 - 건조,맑음,교차로 - 교차로안,승용,남,60세,경상,특수,남,44세,상해없음
2019010400100270,2019년 1월 4일 15시,금요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,자전거,남,76세,경상,화물,남,65세,상해없음
2019010500100118,2019년 1월 5일 07시,토요일,서울특별시 강서구 마곡동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승합,남,36세,상해없음,승용,여,36세,경상
2019010500100198,2019년 1월 5일 12시,토요일,서울특별시 강서구 마곡동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,51세,상해없음,승용,남,67세,경상
2019010500100232,2019년 1월 5일 13시,토요일,서울특별시 강서구 마곡동,경상사고,0,0,1,1,차대차 - 측면충돌,직진우회전진행방해,포장 - 건조,맑음,교차로 - 교차로안,화물,남,29세,상해없음,승용,남,74세,경상
2019010500100263,2019년 1월 5일 14시,토요일,서울특별시 강서구 내발산동,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,39세,상해없음,보행자,여,47세,중상
2019010500100264,2019년 1월 5일 14시,토요일,서울특별시 강서구 마곡동,경상사고,0,0,1,0,차대차 - 측면충돌,직진우회전진행방해,포장 - 건조,맑음,교차로 - 교차로안,승용,여,37세,상해없음,승용,여,61세,경상
2019010500100295,2019년 1월 5일 15시,토요일,서울특별시 강서구 공항동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,기타 - 기타,화물,남,35세,상해없음,승용,여,47세,경상
2019010500100296,2019년 1월 5일 15시,토요일,서울특별시 강서구 방화동,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,67세,상해없음,보행자,남,59세,경상
2019010500100424,2019년 1월 5일 19시,토요일,서울특별시 강서구 방화동,경상사고,0,0,1,0,차대사람 - 횡단중,과속,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,28세,상해없음,보행자,남,77세,경상
2019010600100040,2019년 1월 6일 02시,일요일,서울특별시 강서구 염창동,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,65세,상해없음,승용,남,53세,경상
2019010600100090,2019년 1월 6일 08시,일요일,서울특별시 강서구 화곡동,부상신고사고,0,0,0,1,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,71세,상해없음,보행자,남,25세,부상신고
2019010600100191,2019년 1월 6일 14시,일요일,서울특별시 강서구 염창동,경상사고,0,0,2,0,차대차 - 기타,신호위반,포장 - 건조,맑음,단일로 - 기타,승합,남,70세,상해없음,승합,남,57세,경상
2019010700100105,2019년 1월 7일 08시,월요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,61세,상해없음,화물,남,41세,경상
2019010700100498,2019년 1월 7일 21시,월요일,서울특별시 강서구 가양동,경상사고,0,0,2,0,차량단독 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,61세,상해없음,,,,
2019010800100054,2019년 1월 8일 04시,화요일,서울특별시 강서구 염창동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,25세,상해없음,보행자,남,71세,사망
2019010800100137,2019년 1월 8일 09시,화요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,56세,상해없음,승용,여,39세,경상
2019010800100222,2019년 1월 8일 12시,화요일,서울특별시 강서구 공항동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,38세,상해없음,원동기,남,37세,경상
2019010800100304,2019년 1월 8일 15시,화요일,서울특별시 강서구 마곡동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,원동기,남,30세,경상,승용,남,41세,상해없음
2019010800100478,2019년 1월 8일 20시,화요일,서울특별시 강서구 공항동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,29세,상해없음,승용,여,59세,경상
2019010900100019,2019년 1월 9일 00시,수요일,서울특별시 강서구 화곡동,중상사고,0,1,1,0,차대차 - 측면충돌,과속,포장 - 건조,흐림,교차로 - 교차로안,승용,여,23세,상해없음,승용,남,39세,상해없음
2019010900100062,2019년 1월 9일 05시,수요일,서울특별시 강서구 마곡동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,53세,상해없음,보행자,여,22세,경상
2019010900100098,2019년 1월 9일 08시,수요일,서울특별시 강서구 마곡동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,36세,상해없음,승용,남,41세,경상
2019010900100146,2019년 1월 9일 10시,수요일,서울특별시 강서구 공항동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승합,남,62세,상해없음,승용,남,41세,경상
2019010900100288,2019년 1월 9일 15시,수요일,서울특별시 강서구 내발산동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,55세,상해없음,승용,여,34세,경상
2019010900100545,2019년 1월 9일 23시,수요일,서울특별시 강서구 내발산동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,47세,상해없음,승용,남,34세,경상
2019011000100050,2019년 1월 10일 05시,목요일,서울특별시 강서구 화곡동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,59세,상해없음,보행자,여,64세,중상
2019011000100233,2019년 1월 10일 14시,목요일,서울특별시 강서구 염창동,경상사고,0,0,2,2,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,56세,상해없음,승합,남,65세,경상
2019011000100426,2019년 1월 10일 19시,목요일,서울특별시 강서구 방화동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,26세,상해없음,보행자,남,73세,중상
2019011000100529,2019년 1월 10일 23시,목요일,서울특별시 강서구 개화동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,28세,상해없음,승용,남,48세,경상
2019011100100359,2019년 1월 11일 16시,금요일,서울특별시 강서구 공항동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,63세,상해없음,원동기,남,36세,중상
2019011100100480,2019년 1월 11일 19시,금요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,화물,남,47세,상해없음,이륜,남,25세,경상
2019011200100018,2019년 1월 12일 00시,토요일,서울특별시 강서구 화곡동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,40세,상해없음,이륜,남,24세,중상
2019011200100520,2019년 1월 12일 22시,토요일,서울특별시 강서구 공항동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,56세,상해없음,승합,남,35세,경상
2019011300100061,2019년 1월 13일 03시,일요일,서울특별시 강서구 등촌동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,흐림,교차로 - 교차로부근,승용,남,24세,상해없음,승용,남,32세,경상
2019011300100075,2019년 1월 13일 05시,일요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,60세,상해없음,보행자,남,36세,경상
2019011300100178,2019년 1월 13일 13시,일요일,서울특별시 강서구 화곡동,경상사고,0,0,1,1,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,63세,부상신고,승용,남,32세,경상
2019011300100179,2019년 1월 13일 13시,일요일,서울특별시 강서구 공항동,경상사고,0,0,1,0,차대차 - 기타,기타,포장 - 건조,맑음,교차로 - 교차로부근,기타불명,기타불명,미분류,기타불명,자전거,남,60세,경상
2019011300100323,2019년 1월 13일 19시,일요일,서울특별시 강서구 등촌동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,59세,상해없음,보행자,남,56세,중상
2019011400100079,2019년 1월 14일 06시,월요일,서울특별시 강서구 가양동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 교량,건설기계,남,51세,상해없음,승용,남,55세,경상
2019011400100135,2019년 1월 14일 08시,월요일,서울특별시 강서구 가양동,경상사고,0,0,2,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,63세,상해없음,승용,여,32세,경상
2019011400100234,2019년 1월 14일 11시,월요일,서울특별시 강서구 염창동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,61세,상해없음,자전거,남,66세,부상신고
2019011400100264,2019년 1월 14일 12시,월요일,서울특별시 강서구 내발산동,부상신고사고,0,0,0,1,차대차 - 측면충돌,불법유턴,포장 - 건조,맑음,교차로 - 교차로부근,자전거,남,73세,부상신고,승용,남,61세,상해없음
2019011400100517,2019년 1월 14일 21시,월요일,서울특별시 강서구 등촌동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,36세,상해없음,보행자,여,43세,경상
2019011500100151,2019년 1월 15일 10시,화요일,서울특별시 강서구 화곡동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,42세,상해없음,화물,남,24세,경상
2019011500100275,2019년 1월 15일 15시,화요일,서울특별시 강서구 마곡동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,54세,상해없음,승용,여,27세,중상
2019011500100276,2019년 1월 15일 15시,화요일,서울특별시 강서구 등촌동,경상사고,0,0,2,0,차대차 - 측면충돌,직진우회전진행방해,포장 - 건조,맑음,교차로 - 교차로안,승용,여,50세,경상,승용,여,52세,경상
2019011500100362,2019년 1월 15일 18시,화요일,서울특별시 강서구 내발산동,중상사고,0,1,0,0,차량단독 - 기타,안전운전불이행,포장 - 기타,맑음,교차로 - 교차로안,승합,남,69세,상해없음,,,,
2019011600100019,2019년 1월 16일 00시,수요일,서울특별시 강서구 방화동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,48세,상해없음,승용,남,35세,경상
2019011600100234,2019년 1월 16일 13시,수요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 기타,원동기,남,17세,상해없음,보행자,남,5세,경상
2019011600100577,2019년 1월 16일 23시,수요일,서울특별시 강서구 화곡동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 젖음/습기,흐림,교차로 - 교차로횡단보도내,승용,남,54세,상해없음,보행자,남,51세,중상
2019011700100161,2019년 1월 17일 10시,목요일,서울특별시 강서구 과해동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,49세,상해없음,승용,여,58세,경상
2019011700100162,2019년 1월 17일 10시,목요일,서울특별시 강서구 마곡동,중상사고,0,1,2,0,차대차 - 측면충돌,직진우회전진행방해,포장 - 건조,맑음,교차로 - 교차로안,승용,남,58세,경상,승용,남,71세,경상
2019011700100189,2019년 1월 17일 11시,목요일,서울특별시 강서구 염창동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,61세,상해없음,보행자,여,83세,중상
2019011700100409,2019년 1월 17일 18시,목요일,서울특별시 강서구 내발산동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,42세,상해없음,보행자,여,68세,경상
2019011700100553,2019년 1월 17일 22시,목요일,서울특별시 강서구 내발산동,경상사고,0,0,1,0,차대차 - 기타,신호위반,포장 - 건조,맑음,단일로 - 기타,원동기,남,23세,경상,승용,남,50세,상해없음
2019011800100273,2019년 1월 18일 13시,금요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,64세,상해없음,보행자,남,35세,경상
2019011800100436,2019년 1월 18일 18시,금요일,서울특별시 강서구 공항동,중상사고,0,1,3,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,31세,중상,승용,여,44세,경상
2019011800100507,2019년 1월 18일 19시,금요일,서울특별시 강서구 외발산동,경상사고,0,0,1,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,55세,상해없음,승용,남,56세,상해없음
2019011800100549,2019년 1월 18일 20시,금요일,서울특별시 강서구 가양동,경상사고,0,0,1,0,차대차 - 기타,신호위반,포장 - 건조,맑음,단일로 - 기타,이륜,남,20세,경상,승용,남,46세,상해없음
2019011800100602,2019년 1월 18일 22시,금요일,서울특별시 강서구 개화동,경상사고,0,0,4,0,차량단독 - 기타,안전운전불이행,포장 - 건조,흐림,단일로 - 기타,승합,남,47세,상해없음,,,,
2019011900100086,2019년 1월 19일 06시,토요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,51세,상해없음,보행자,여,22세,경상
2019011900100120,2019년 1월 19일 08시,토요일,서울특별시 강서구 방화동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,51세,상해없음,승용,남,55세,경상
2019011900100173,2019년 1월 19일 11시,토요일,서울특별시 강서구 마곡동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,53세,상해없음,보행자,여,19세,경상
2019011900100290,2019년 1월 19일 15시,토요일,서울특별시 강서구 등촌동,중상사고,0,1,0,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,74세,상해없음,승합,남,41세,상해없음
2019011900100309,2019년 1월 19일 16시,토요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,72세,상해없음,보행자,남,45세,경상
2019012000100065,2019년 1월 20일 02시,일요일,서울특별시 강서구 공항동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,59세,상해없음,보행자,여,39세,중상
2019012000100182,2019년 1월 20일 12시,일요일,서울특별시 강서구 등촌동,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,포장 - 건조,맑음,단일로 - 기타,승용,남,56세,상해없음,원동기,남,21세,경상
2019012000100269,2019년 1월 20일 16시,일요일,서울특별시 강서구 공항동,중상사고,0,1,2,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,여,66세,경상,승용,여,28세,중상
2019012000100324,2019년 1월 20일 18시,일요일,서울특별시 강서구 마곡동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,원동기,남,22세,경상,승용,남,65세,경상
2019012000100364,2019년 1월 20일 19시,일요일,서울특별시 강서구 공항동,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,포장 - 건조,흐림,기타 - 기타,승용,여,43세,상해없음,이륜,남,20세,경상
2019012100100384,2019년 1월 21일 18시,월요일,서울특별시 강서구 등촌동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,기타,교차로 - 교차로안,승용,남,35세,상해없음,승용,남,33세,경상
2019012100100509,2019년 1월 21일 21시,월요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 터널,원동기,남,70세,경상,승용,남,37세,상해없음
2019012100100562,2019년 1월 21일 23시,월요일,서울특별시 강서구 공항동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,52세,상해없음,보행자,여,43세,경상
2019012200100030,2019년 1월 22일 00시,화요일,서울특별시 강서구 등촌동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,흐림,단일로 - 기타,승용,남,66세,상해없음,승용,남,29세,경상
2019012200100146,2019년 1월 22일 08시,화요일,서울특별시 강서구 등촌동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,61세,상해없음,이륜,남,66세,중상
2019012200100243,2019년 1월 22일 11시,화요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,자전거,남,32세,경상,승용,남,51세,상해없음
2019012200100269,2019년 1월 22일 12시,화요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,57세,상해없음,원동기,남,21세,경상
2019012200100298,2019년 1월 22일 13시,화요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,52세,상해없음,보행자,남,58세,경상
2019012200100479,2019년 1월 22일 19시,화요일,서울특별시 강서구 화곡동,부상신고사고,0,0,0,1,차대차 - 기타,불법유턴,포장 - 건조,맑음,단일로 - 기타,승용,여,59세,상해없음,원동기,남,20세,부상신고
2019012200100595,2019년 1월 22일 23시,화요일,서울특별시 강서구 공항동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,원동기,남,39세,경상,승용,남,60세,상해없음
2019012300100373,2019년 1월 23일 17시,수요일,서울특별시 강서구 가양동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,기타 - 기타,승용,남,44세,상해없음,보행자,남,26세,경상
2019012300100544,2019년 1월 23일 22시,수요일,서울특별시 강서구 화곡동,부상신고사고,0,0,0,1,차대차 - 기타,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,남,29세,상해없음,승용,남,60세,상해없음
2019012400100022,2019년 1월 24일 00시,목요일,서울특별시 강서구 등촌동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,31세,상해없음,승용,남,66세,경상
2019012400100069,2019년 1월 24일 06시,목요일,서울특별시 강서구 화곡동,중상사고,0,1,0,0,차량단독 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,65세,상해없음,,,,
2019012400100202,2019년 1월 24일 11시,목요일,서울특별시 강서구 염창동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 기타,맑음,단일로 - 기타,승용,남,73세,상해없음,보행자,남,36세,경상
2019012400100203,2019년 1월 24일 11시,목요일,서울특별시 강서구 내발산동,경상사고,0,0,1,0,차대사람 - 보도통행중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,50세,상해없음,보행자,남,54세,경상
2019012400100224,2019년 1월 24일 12시,목요일,서울특별시 강서구 등촌동,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,화물,남,63세,상해없음,보행자,남,76세,중상
2019012400100225,2019년 1월 24일 12시,목요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,원동기,남,85세,경상,화물,남,59세,상해없음
2019012400100255,2019년 1월 24일 13시,목요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,53세,상해없음,건설기계,남,46세,경상
2019012400100322,2019년 1월 24일 15시,목요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,포장 - 건조,맑음,기타 - 기타,승용,남,26세,상해없음,보행자,여,31세,경상
2019012400100469,2019년 1월 24일 19시,목요일,서울특별시 강서구 화곡동,경상사고,0,0,2,0,차대차 - 측면충돌,차로위반,포장 - 건조,맑음,단일로 - 기타,승용,남,41세,경상,승용,남,68세,경상
2019012500100041,2019년 1월 25일 01시,금요일,서울특별시 강서구 내발산동,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,포장 - 건조,맑음,교차로 - 교차로부근,기타불명,기타불명,미분류,기타불명,승용,여,44세,경상
2019012500100393,2019년 1월 25일 17시,금요일,서울특별시 강서구 화곡동,중상사고,0,1,0,0,차량단독 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,51세,상해없음,,,,
2019012500100394,2019년 1월 25일 17시,금요일,서울특별시 강서구 염창동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,48세,상해없음,승용,여,45세,경상
2019012500100492,2019년 1월 25일 19시,금요일,서울특별시 강서구 등촌동,중상사고,0,1,0,0,차대사람 - 보도통행중,기타,포장 - 건조,맑음,단일로 - 기타,승용,여,58세,상해없음,보행자,여,70세,중상
2019012600100020,2019년 1월 26일 00시,토요일,서울특별시 강서구 마곡동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,58세,상해없음,보행자,남,9세,경상
2019012600100131,2019년 1월 26일 09시,토요일,서울특별시 강서구 공항동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,29세,상해없음,승용,남,29세,경상
2019012600100248,2019년 1월 26일 13시,토요일,서울특별시 강서구 개화동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,단일로 - 지하차도(도로)내,승용,남,68세,상해없음,승합,남,48세,상해없음
2019012600100285,2019년 1월 26일 14시,토요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,57세,상해없음,보행자,남,33세,경상
2019012600100388,2019년 1월 26일 17시,토요일,서울특별시 강서구 방화동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로횡단보도내,자전거,남,45세,경상,승용,남,73세,상해없음
2019012600100560,2019년 1월 26일 22시,토요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,이륜,남,23세,경상,승용,남,55세,상해없음
